,English,Tamil
971,Employees who worked with bare feet in the cold.. Modi felt relieved after seeing! 100 pairs of jute slippers gift,"பஞ்சாப் விவகாரம்: 'நீங்களே முடிவெடுத்தால், அப்புறம் நாங்க எதுக்கு?'. மத்திய அரசை விளாசிய நீதிபதிகள் "
972,"Rajnath Singh, Nitishkumar, Basavaraj Pomi, JP Natta are confirmed to be infected with Corona!",ராஜேந்திர பாலாஜி மட்டும் ஸ்பெஷலா? உச்சநீதிமன்றத்தில் தமிழக அரசு வாதம்.. ஜாமீன் மனு ஒத்திவைப்பு
973,Corona for 402 parliamentary employees- strict restrictions in the budget session?,"ராஜ்நாத்சிங், நிதிஷ்குமார், பசவராஜ் பொம்மை, ஜேபி நட்டாவுக்கு கொரோனா பாதிப்பு உறுதி! "
974,General Civil Law- The Law Commission is examining... Central Govt in Delhi High Court,குளிரில் வெறும் காலுடன் பணிபுரிந்த ஊழியர்கள்.. பார்த்ததும் இளகிய மோடி! 100 ஜோடி சணல் செருப்பு பரிசு 
975,"Punjab Affair: 'If you decide, then why us?'. Judges who blasted the central government",402 நாடாளுமன்ற பணியாளர்களுக்கு கொரோனா- பட்ஜெட் கூட்டத் தொடரில் கடும் கட்டுப்பாடுகள்? 
976,"1,79,723 people confirmed to be infected with corona virus in India - 4,033 people are affected by Omicron",உ.பி தேர்தல்: பாஜகவை ரேஸில் மிரட்டும் அகிலேஷ் யாதவ்- ஏபிபி- சிவோட்டர் கருத்து கணிப்பு சொல்வது என்ன? 
977,The 3rd wave of Corona shaking the country.. Do you know when it will end? This is what the expert says!, தேர்தல் மாநிலத்தில் திடீர் ஏற்றம்.. 1300% அதிகரித்த கொரோனா கேஸ்கள்.. உபி-இல் தற்போது என்ன நிலை
978,Who Said Omicron Is Mild?..States On Alert..Check Out These Statistics, இந்தியாவில் முன்களப் பணியாளர்களுக்கான பூஸ்டர் டோஸ் போடும் பணிகள் தொடங்கியது!
979,Booster dose for frontline workers in India has started!, 5 மாநில சட்டசபைத் தேர்தல்: கொரோனா தடுப்பூசி சான்றிதழில் நீக்கப்பட்டது பிரதமர் மோடி புகைப்படம் 
980,UP Elections: Akhilesh Yadav threatening BJP in the race - What does the ABP-CVoter poll say?,ஓமிக்ரான் லேசானது என்று யார் சொன்னது?.. அலர்ட் கொடுக்கும் மாநிலங்கள்.. இந்த புள்ளி விவரங்களை பாருங்க
981,Sudden rise in election state.. 1300% increase in corona cases.. What is the current situation in UP?,நாட்டை உலுக்கும் கொரோனா 3வது அலை.. எப்போது முடிவுக்கு வரும் தெரியுமா? நிபுணர் கூறுவது இதுதான்! 
982,Heavy rain: our soldiers who do not care! Carry the pregnant woman and save the end! elasticity,"இந்தியாவில் தீயாய் பரவும் கொரோனா 1,79,723 பேருக்கு தொற்று உறுதி - 4,033 பேருக்கு ஓமிக்ரான் பாதிப்பு"
983,5 State Assembly Elections: Prime Minister Modi Photo Removed on Corona Vaccination Certificate,பெரும் பனி மழை: பொருட்படுத்தாத நமது ராணுவ வீரர்கள்! கர்ப்பிணியை சுமந்து காப்பாற்றி தீரம்! நெகிழ்ச்சி
984,"Do you remember the ""2017 model""? Is BJP changing its roots?",கர்ப்பிணிக்கு வந்த திடீர் குழப்பம்.. தடாலடி முடிவு.. கடைசியில் பார்த்தால்.. உறைந்து போன தெலுங்கானா
985,Booster vaccination program in Tamil Nadu: Will there be side effects? What do the experts say?,"""2017 மாடல்"" ஞாபகம் இருக்கா.. ரூட்டை மாற்றுகிறதா பாஜக.. மல்லுக்கட்டும் காங்கிரஸ்.. முட்டிமோதும் உ.பி"
